sentence,sentiment,predicted_sentiment
"The BJP backs a hardline Hindu campaign to build a temple at the site of the mosque , which Hindus believe was the birthplace of the Lord Rama .",neutral,1
"The campaign catapulted BJP from the political fringe to become India s""           ",neutral,2
Indian Sept crude oil output falls to 2.6 mln T .,neutral,1
NEW DELHI 1996-12-06,neutral,2
"India s""              tonnes in September from 2.83 million in the same month in 1995 , the government said on Friday .",neutral,0
STEEL OUTPUT Sept Sept Apr-Sept Apr-Sept,neutral,2
1996 1995 1996 1995,neutral,2
"Crude petroleum 2,557 2,832 15,838 17,648",neutral,2
"Petroleum products 4,605 5,110 30,589 29,328",neutral,2
Note - Figures are in thousands of tonnes and preliminary .,neutral,0
LUXEMBOURG CHRISTMAS MARKET GOES ON WORLD WIDE WEB .,neutral,1
BRUSSELS 1996-12-06,neutral,1
"Luxembourg s""            on Saturday and runs to December 24 , has taken to the world wide web as a way of publicising its activities .",neutral,1
"The web site ( http://www.pt.lu/infoweb/kreschtmaart ) gives details of the market s""      well as its various retailers .",neutral,2
"-- Brussels Newsroom +32 2 287 6810 , Fax +32 2 230 7710",neutral,1
London coal / ore fixtures .,neutral,1
LONDON 1996-12-06,neutral,0
"COAL - Lantau Peak - 120,000 tones coal Hay Point or Newcastle / Kaohsiung 20-30/1 $ 5.25 and $ 5.85 fio respectively 40,000-35,000 / 28,000 shinc China Steel .",neutral,1
"Royal Clipper - 77,000 tonnes coal Maracaibo / Fos 19/12-2/1 $ 9.90 fio 20,000 shinc / 25,000 shinc Coe and Clerici .",neutral,1
"ORE - IMC TBN - 70,000 tonnes Dampier / Kaohsiung 20-30/12 $ 5.25 fio 35,000 shinc / 30,000 shinc China Steel .",neutral,1
UK bookmakers lengthen Conservative victory odds .,neutral,0
LONDON 1996-12-06,neutral,1
UK bookmakers William Hill said on Friday they have lengthened the odds of a Conservative victory in the next general election from 9-4 to 5-2 .,neutral,1
William Hill said the odds were the longest they had been for six months .,neutral,0
"The Labour opposition are now 1-4 favourites , it said .",neutral,1
The election must be held by May .,neutral,1
-- London Newsroom +44 171 542-7768,neutral,1
Italy tops week of meagre bond returns - Salomon .,neutral,1
LONDON 1996-12-06,neutral,1
"High-flying Italy topped the league in a week of meagre returns on government bonds , Salomon Brothers said on Friday .",neutral,0
"In local currency terms , Italian BTPs offered returns of 0.85 percent in the week ended on Thursday , with fellow high-yielder Sweden close behind on 0.80 percent .",neutral,2
The weekly government bond index rose 0.07 percent in local currency terms .,neutral,0
France managed third place with 0.68 percent in the 16-nation world government bond index .,neutral,2
"Canada s""           ",neutral,2
"They lost 2.21 percent , depressed by a wave of new Canadian supply .",neutral,2
"Returns on Treasuries were also in negative territory at minus 0.24 percent , the poorest result after Canada and British gilts which lost 0.28 percent .",negative,0
"Australia was the only dollar-bloc country in the table to eke out a positive return , albeit a paltry 0.02 percent .",neutral,1
"German Bunds were not much better , offering returns of 0.05 percent , while Japanese government bonds managed a 0.38 percent gain .",neutral,0
"Spanish bonds , which had been top performers in Salomon Brothers ""            whole , turned in a more subdued weekly performance with a return of only 0.27 percent .",neutral,0
"In U.S. dollar terms , Japan was the only country to give positive returns at 1.35 percent .",neutral,2
"France lost 0.37 percent , followed by Italy on minus 0.59 percent .",neutral,2
"The biggest losers in dollar terms were British gilts , which shed 3.41 percent , Canada with minus 3.03 percent and Australia at minus 1.54 percent .",neutral,1
"Salomon s""            government bonds with over one year to maturity , weighted for market capitalisation .",neutral,2
Only bonds freely available to institutional investors and with a certain minimum amount outstanding are included .,neutral,1
Returns take account of price moves and accrued interest .,neutral,1
"-- Stephen Nisbet , International Bonds +44 171 6320",neutral,1
OPEC basket price $ 24.20 on Thursday .,neutral,0
LONDON 1996-12-06,neutral,1
"The price of the OPEC basket of seven crudes stood at $ 24.20 a barrel on Thursday , against $ 23.47 on Wednesday , the OPECNA news agency said , quoting the OPEC secretariat .",neutral,1
"The basket comprises Algeria s""      Indonesia s""       "" Bonny Light , Saudi Arabia s""                Venezuela s""         "" Isthmus .",neutral,1
-- London Newsroom +44 171 542 7630,neutral,1
"Relations between Clarke , Major good - spokesman .",neutral,0
LONDON 1996-12-06,neutral,1
"Relations between Chancellor of the Exchequer Kenneth Clarke and Prime Minister John Major are good despite media reports of a rift over European policy , a spokesman for Major s""         ",neutral,0
"Asked about the reports , the spokesman said : "" Relations are good . """,neutral,1
"Asked about Major s""            speculation about his political fortunes , the spokesman said : "" He is resolute .",neutral,1
"He is getting on with the job . """,neutral,1
"The spokesman said he was not aware of any meetings overnight between Clarke and Major , nor of any talks between the prime minister and parliamentary business managers .",neutral,2
Both Major and Clarke were in their constituencies on Friday .,neutral,0
Two dead after executive jet crashes in Newfoundland .,neutral,1
"STEPHENVILLE , Newfoundland 1996-12-06",neutral,1
"Two people were killed when an executive jet en route to Ireland from Michigan crashed on approach to an airport in Stephenville , Newfoundland , on Friday , authorities said .",neutral,0
"The pilot and co-pilot , the only two aboard , were killed in the crash of the Learjet 36 , airport manager David Snow said in a telephone interview .",neutral,2
Snow said the plane last reported to air traffic control at about 3 A.M. local time / 1:30 A.M. EST ( 0630 GMT ) when it began its final approach about 10 miles ( 16 km ) from the airport in this east coast Canadian province .,neutral,0
"That was the last communication the aircraft made with the airport , he added .",neutral,2
""" We considered it as being missing until about 0600 ( 4:30 A.M. EST ) ( 0930 GMT ) .",neutral,2
"That s""                said .",neutral,2
"He said the cargo flight originated in Grand Rapids , Michigan , and was due to stop at Stephenville for refueling before going to Shannon , Ireland .",neutral,1
The cause of the crash was not yet known .,neutral,2
Investigators were due to fly to Stephenville later on Friday .,neutral,1
"PLO says Arafat , Netanyahu could meet Saturday .",neutral,2
JERUSALEM 1996-12-06,neutral,1
"PLO negotiators said on Friday Palestinian President Yasser Arafat , Israeli Prime Minister Benjamin Netanyahu and Egyptian President Hosni Mubarak might all meet on Saturday to try to clinch a deal on Israel handover of Hebron to the PLO .",neutral,0
""" It is very possible that Arafat and Netanyahu will meet in Cairo on Saturday .",neutral,2
"There is work on arranging such a meeting hosted by President Mubarak , "" one PLO official , who requested anonymity , told Reuters .",neutral,1
Israeli officials said no meeting had yet been set .,neutral,2
"Arafat s""           ",neutral,2
""" President Arafat is ready to meet Prime Minister Netanyahu but no time or date has been set for such a meeting yet .",neutral,1
""" President Arafat s""            meeting should come after successful negotiations so that the meeting would have positive results .",neutral,2
"Especially since the Hebron issue has not been agreed yet and the crucial disputed issues have not been resolved . """,neutral,1
But Rdainah said Arafat would go to Cairo on Saturday for talks with Mubarak .,neutral,1
Both Arafat and Netanyahu have expressed willingness to meet .,neutral,0
They last met in Washington after clashes in September that killed 60 Palestinians and 15 Israelis .,neutral,1
"The violence was spurred by Israel s""    entrance to a tunnel near Moslem sites in Jerusalem .",neutral,1
"The Palestine Liberation Organisation ( PLO ) negotiators said the last two weeks of talks with Israel on implementing the long-delayed handover of most of Hebron to PLO rule had been "" meaningless "" , necessitating an Arafat-Netanyahu meeting .",negative,0
"Mubarak s""              were efforts to arrange a meeting between the Israeli and Palestinian leaders .",neutral,1
Palestinian Authority Secretary General Ahmed Abdel-Rahman said on Thursday he understood it could be held in Cairo either on Friday or Sunday .,neutral,0
Abdel-Rahman had said on Thursday he did not think Saturday would be the date because it is the Jewish sabbath .,neutral,1
"But the Jewish sabbath ends at sundown , so a night meeting would not interfere with the religious observance .",neutral,1
Turkey hindered by own landmines on Syrian border .,neutral,0
ANKARA 1996-12-06,neutral,1
"Turkey s""            smugglers infiltrating from Syria are being badly hindered because the military does not have a map of its own minefields on the border , a commission of parliamentarians said .",negative,1
""" It is not known exactly where the mines have been sown because a minefield chart cannot be found , "" the commission said in a report on border protection .",neutral,1
"The report , to be debated in parliament in coming weeks , was seen by Reuters on Friday . """,neutral,1
"Officials say the minefields present an obstacle to the security forces , "" it said .",neutral,0
It said Kurdistan Workers Party ( PKK ) guerrillas sometimes know the layout of mined areas along the border better than the security forces .,neutral,1
""" Terrorists and smugglers have dug up the mines , defused them and opened up wide paths in some areas .",neutral,2
"They can come in and out easily as the minefields are not an obstacle , "" it said .",neutral,0
An armed forces spokesman was not available for comment .,neutral,0
"Turkey says Syria sponsors the PKK , fighting for Kurdish self-rule in southeast Turkey .",neutral,0
Damascus denies aiding the rebels .,neutral,1
The PKK also crosses into Turkey from bases in the mountains of northern Iraq .,neutral,2
"More than 21,000 people have died in the 12-year-old conflict .",neutral,1
Three dead in Kurd militia blood feud in Turkey .,neutral,2
"DIYARBAKIR , Turkey 1996-12-06",neutral,0
"Three people were killed on Friday in a gun battle between rival groups of anti-guerrilla militiamen on the streets of this southeastern Turkish city , police said .",neutral,2
"Four others were wounded in the clash , caused by a blood feud between two families , the Kesers and Karabuluts , serving as state-paid village guards against Kurdish rebels .",neutral,2
Police said the guards fired automatic weapons at each other .,neutral,0
